cty_name,iso3numeric,id,year,eiacty,oil_prod32_14,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod55_14,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oil_gas_value_nom,oil_gas_value_2000,oil_gas_value_2014,oil_gas_valuePOP_nom,oil_gas_valuePOP_2000,oil_gas_valuePOP_2014,oil_exports,net_oil_exports,net_oil_exports_mt,net_oil_exports_value,net_oil_exports_valuePOP,gas_exports,net_gas_exports_bcf,net_gas_exports_mboe,net_gas_exports_value,net_gas_exports_valuePOP,net_oil_gas_exports_valuePOP,population,pop_maddison,sovereign,mult_nom_2000,mult_nom_2014,mult_2000_2014
Afghanistan,4,AFG,1962,Afghanistan,0,10.12409,1.8,0,0,0,0,17292025.8923537,3.1940601266,0.16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9141783,10267083,1,5.689488,7.82175744,1.3747735192
Afghanistan,4,AFG,1963,Afghanistan,0,9.994071,1.8,0,0,0,0,17058352.7221649,3.1508976793,0.16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9339507,10500711,1,5.62233,7.7294304,1.3747735192
Afghanistan,4,AFG,1964,Afghanistan,0,9.864053,1.8,0,0,0,0,15889969.7389196,2.9350822785,0.15,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9547131,10744167,1,5.54484,7.6228992,1.3747735192
Afghanistan,4,AFG,1965,Afghanistan,0,9.708031,1.8,0,0,0,0,16590994.960253,3.0645706751,0.16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9765015,10997885,1,5.451852,7.49506176,1.3747735192
Afghanistan,4,AFG,1966,Afghanistan,0,9.413322,1.8,0,0,0,0,16123642.9091083,2.9782447257,0.16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9990125,11262324,1,5.30376,7.2914688,1.3747735192
Afghanistan,4,AFG,1967,Afghanistan,0,9.161955,1.8,0,0,0,3.4119759207,15656296.5687308,2.8919198312,0.16,10364661.7368517,53418906.9,73438898.6287945,10364661.7368517,53418906.9,73438898.6287945,1.0139660639,5.2259263393,7.1844651444,,,,,,,,,,,,10221902,11537966,1,5.153946,7.08550848,1.3747735192
Afghanistan,4,AFG,1968,Afghanistan,0,8.797903,1.8,0,0,0,10.0463735443,14955265.6366302,2.7624303797,0.16,30369292.9121425,150246185.04,206554476.548371,30369292.9121425,150246185.04,206554476.548371,2.9017733919,14.3559609126,19.7361949048,,,,,,,,,,,,10465770,11825320,1,4.947306,6.80142528,1.3747735192
Afghanistan,4,AFG,1969,Afghanistan,0,8.347174,1.8,0,0,0,13.6479036828,15188938.806819,2.805592827,0.17,44160540.7471222,207297173.88,284986665.24771,44160540.7471222,207297173.88,284986665.24771,4.1159245601,19.3208578242,26.5618037043,,,,,,,,,,,,10729191,12122740,1,4.694172,6.45342336,1.3747735192
Afghanistan,4,AFG,1970,Afghanistan,0,7.879107,1.8,0,0,0,17.2905677433,14359329.9523663,2.6523533755,0.17,56014664.4885363,248280967.289594,341330099.142098,56014664.4885363,248280967.289594,341330099.142098,5.0850210341,22.5389896121,30.9860060674,,,,,,,,,,,,11015621,12430623,1,4.432428,6.09358464,1.3747735192
Afghanistan,4,AFG,1971,Afghanistan,0,9.413323,2.24,0,0,0,18.5865489411,14018642.7165789,2.5894240506,0.18,61359033.1269727,260558188.9401,358208498.356117,61359033.1269727,260558188.9401,358208498.356117,5.4187597245,23.0105030695,31.6342302826,,,,,,,,,,,,11323446,12749385,1,4.246452,5.83790976,1.3747735192
Afghanistan,4,AFG,1972,Afghanistan,0,10.08942,2.48,0,0,0,19.3724410609,13591757.1614495,2.5105727848,0.19,63950984.0484133,263305514.5245,361985448.818073,63950984.0484133,263305514.5245,361985448.818073,5.4920056306,22.6122457667,31.0867166889,,,,,,,,,,,,11644377,13079460,1,4.117302,5.66035776,1.3747735192
Afghanistan,4,AFG,1973,Afghanistan,0,12.58577,3.29,0,0,0,18.7433101217,13512777.2517836,2.4959841772,0.22,65340471.8912855,253274174.635382,348194628.376782,65340471.8912855,253274174.635382,348194628.376782,5.4603501461,21.165529364,29.0978092886,,,,,,,,,,,,11966352,13421301,1,3.876222,5.32892736,1.3747735192
Afghanistan,4,AFG,1974,Afghanistan,0,39.93295,11.58,0,0,0,22.3683457537,13216605.4459199,2.4412774262,0.3,84613293.1679004,295633600.304467,406429245.073626,84613293.1679004,295633600.304467,406429245.073626,6.8939324242,24.0869724662,33.1141319034,,,,,,,,,,,,12273589,13772076,1,3.493938,4.80337344,1.3747735192
Afghanistan,4,AFG,1975,Afghanistan,0,36.43979,11.53,0,0,0,20.0821325427,15016188.1005721,2.7736835443,0.44,94201320.7937235,301557079.722226,414572687.718472,94201320.7937235,301557079.722226,414572687.718472,7.5050109023,24.0250258905,33.0289693915,,,,,,,,,,,,12551790,14132019,1,3.201198,4.40092224,1.3747735192
Afghanistan,4,AFG,1976,Afghanistan,0,38.23404,12.8,0,0,0,18.1972049105,17871229.028872,3.3010464135,0.58,107486568.291295,325206416.64,447085169.85881,107486568.291295,325206416.64,447085169.85881,8.3929228505,25.3932413021,34.9099557078,,,,,,,,,,,,12806810,14501369,1,3.025554,4.15945152,1.3747735192
Afghanistan,4,AFG,1977,Afghanistan,0,39.04015,13.92,0,0,0,17.0598796035,22498960.609321,4.1558481013,0.79,135171338.558054,383829559.2,527678713.860461,135171338.558054,383829559.2,527678713.860461,10.3703059857,29.4472927302,40.4833582565,,,,,,,,,,,,13034460,14880372,1,2.839578,3.90377664,1.3747735192
Afghanistan,4,AFG,1978,Afghanistan,0,36.53513,14.02,0,0,0,17.0598796035,20099450.444168,3.7126276371,0.91,129829861.468119,342894204.675,471401872.46191,129829861.468119,342894204.675,471401872.46191,9.8358958586,25.9776267923,35.7133534048,,,,,,,,,,,,13199597,15269281,1,2.6411042945,3.6309202454,1.3747735192
Afghanistan,4,AFG,1979,Afghanistan,0,74.01507,31.61,0,0,0,13.2687952472,23003312.7208218,4.2490084388,1.18,128684236.329268,305226246.5,419616961.041952,128684236.329268,305226246.5,419616961.041952,9.7067959462,23.023557327,31.6521769302,,,,,,,,,,,,13257128,15555612,1,2.3719008264,3.2608264463,1.3747735192
Afghanistan,4,AFG,1980,Afghanistan,0,75.97401,36.83,0,0,0,13.2687952472,30804095.0090108,5.6899135021,1.59,195584309.562602,408733229.45,561915620.250147,195584309.562602,408733229.45,561915620.250147,14.8389919543,31.0106118267,42.6325679525,,,,,,,,,,,,13180431,15112149,1,2.0898058252,2.8730097087,1.3747735192
Afghanistan,4,AFG,1981,Afghanistan,0,67.14143,35.93,0,0,0,18.4815362372,34697136.395785,6.4090084388,1.98,338502934.213197,641256383.625,881582295.20237,338502934.213197,641256383.625,881582295.20237,26.1114216164,49.4652013459,68.0034489304,,,,,,,,,,,,12963788,13812973,1,1.8943894389,2.6043564356,1.3747735192
Afghanistan,4,AFG,1982,Afghanistan,0,58.02282,32.97,0,0,0,18.1782494887,35532558.811195,6.56332173,2.46,361970109.683115,645919719.04075,887993325.242922,361970109.683115,645919719.04075,887993325.242922,28.6493554616,51.123513062,70.2832519643,,,,,,,,,,,,12634494,12881816,1,1.7844559585,2.4532227979,1.3747735192
Afghanistan,4,AFG,1983,Afghanistan,0,50.38642,29.55,0,0,0,18.9554217817,31265639.2099653,5.7751666667,2.59,342789062.12892,592653378.5,814764170.804739,342789062.12892,592653378.5,814764170.80474,28.0012316793,48.4117680238,66.555216695,,,,,,,,,,,,12241928,12934937,1,1.7289156627,2.3768674699,1.3747735192
Afghanistan,4,AFG,1984,Afghanistan,0,45.81844,28.78,0,0,0,19.713638653,29369761.5996525,5.4249736287,2.66,349341043.747097,578984867.5,795973063.835541,349341043.747097,578984867.5,795973063.835541,29.4697994296,48.8421507389,67.1468954549,,,,,,,,,,,,11854205,13387737,1,1.6573628489,2.2784985563,1.3747735192
Afghanistan,4,AFG,1985,Afghanistan,0,43.43477,27.56,0,0,0,21.0405181777,27598504.3500577,5.0977995781,2.51,362844966.156551,580686832.455,798312880.18622,362844966.156551,580686832.455,798312880.18622,31.4724338644,50.3675939726,69.2440344175,,,,,,,,,,,,11528977,13796928,1,1.6003717472,2.2001486989,1.3747735192
Afghanistan,4,AFG,1986,Afghanistan,0,22.21579,14.43,0,0,0,21.9882892668,23632833.4266869,4.3652890295,1.94,330738416.392381,519645577.58,714394979.407543,330738416.392381,519645577.58,714394979.407543,29.3665001331,46.1397018514,63.4316402875,0,0,0,0,0,,,,,,,11262439,13856100,1,1.5711678832,2.16,1.3747735192
Afghanistan,4,AFG,1987,Afghanistan,0,27.45986,18.4350394,0,0,0,20.0823213265,16601063.0427361,3.0664303797,1.67,219935327.752399,333387882.385239,458332832.313309,219935327.752399,333387882.385239,458332832.313309,19.8800687503,30.1351042149,41.4289432718,0,0,0,0,0,,,,,,,11063107,13867957,1,1.5158450704,2.083943662,1.3747735192
Afghanistan,4,AFG,1988,Afghanistan,0,21.41834,14.9238417,0,0,0,20.0823213265,14635548.3378126,2.7033744726,1.69,201917754.3985,293915784.509059,404067637.407298,201917754.3985,293915784.509059,404067637.407298,18.3339171159,26.6872402988,36.6889112624,0,0,0,0,0,,,,,,,11013345,14076478,1,1.4556213018,2.0011496196,1.3747735192
Afghanistan,4,AFG,1989,Afghanistan,0,24.86816,18.2261133,0,0,0,14.0577202852,14010059.4335544,2.5878386076,1.69,141821937.22634,196949496.696579,270760952.671087,141821937.22634,196949496.696579,270760952.671087,12.6453725164,17.560751188,24.14205571,0,0,0,0,0,,,,,,,11215323,14511868,1,1.3887096774,1.9091612903,1.3747735192
Afghanistan,4,AFG,1990,Afghanistan,0,30.875,23.7258203,0,0,0,16.0658567933,17577255.8683605,3.2467457806,1.71,214337127.763466,282393675.599609,388227347.193665,214337127.763466,282393675.599609,388227347.193665,18.2707016894,24.0720339014,33.09359476,0,0,0,0,0,0,0,0,0,0,0,11731193,14669339,1,1.3175210406,1.8112930375,1.3747735192
Afghanistan,4,AFG,1991,Afghanistan,0,24.95484,20.0033852,0,0,0,16.7353623992,19477222.3879517,3.5976940928,1.64,257813767.137445,325958375.191396,448118942.562777,257813767.137445,325958375.191396,448118942.562777,20.4418718789,25.8450098205,35.5310351037,0,0,0,0,0,0,0,0,0,0,0,12612043,14871963,1,1.2643171806,1.7381497797,1.3747735192
Afghanistan,4,AFG,1992,Afghanistan,0,23.38595,19.3208366,0,0,0,17.4046792178,15418014.8094531,2.8479061181,1.74,218634657.092562,268345601.933993,368914427.522914,218634657.092562,268345601.933993,368914427.522914,15.8294685742,19.4286136028,26.7099434952,0,0,0,0,0,0,0,0,0,0,0,13811876,16317921,1,1.2273699216,1.6873556664,1.3747735192
Afghanistan,4,AFG,1993,Afghanistan,0,20.01414,16.9716342,0,0,0,18.0741848185,15124772.6271366,2.7937405063,2.04,229394115.697428,273367935.79998,375818999.126272,229394115.697428,273367935.79998,375818999.126272,15.1162571937,18.0139757007,24.7651367682,0,0,0,0,0,0,0,0,0,0,0,15175325,18371583,1,1.1916955017,1.6383114187,1.3747735192
Afghanistan,4,AFG,1994,Afghanistan,0,18.26323,15.8173152,0,0,0,18.0741848185,13479751.8853629,2.4898839662,1.85,209679355.888827,243635526.882969,334943670.686217,209679355.888827,243635526.882969,334943670.686217,12.719388956,14.7792090299,20.3180652084,0,0,0,0,0,0,0,0,0,0,0,16485018,19900668,1,1.1619433198,1.5974089069,1.3747735192
Afghanistan,4,AFG,1995,Afghanistan,0,19.09535,17.0166797,0,0,0,17.4046792178,12891668.5059285,2.381257384,1.55,198576098.089628,224375354.928044,308465296.308046,198576098.089628,224375354.928044,308465296.308046,11.2916680199,12.7586957548,17.5403170627,0,0,0,0,0,0,0,0,0,0,0,17586073,20881480,1,1.1299212598,1.5533858268,1.3747735192
Afghanistan,4,AFG,1996,Afghanistan,0,22.48449,20.6684884,0,0,0,18.0741848185,12412518.0098546,2.2927521097,2.17,204412950.542554,224346144.572516,308425138.684781,204412950.542554,224346144.572516,308425138.684781,11.1001652344,12.182590525,16.7483028485,0,0,0,0,0,0,0,0,0,0,0,18415307,21559923,1,1.0975143403,1.508833652,1.3747735192
Afghanistan,4,AFG,1997,Afghanistan,0,20.3782,19.0925875,0,0,0,18.0741848185,12932015.0758337,2.3887099156,2.32,217854638.235683,233735630.555667,321333555.372976,217854638.235683,233735630.555667,321333555.372976,11.4532385155,12.2881474914,16.8934197708,0,0,0,0,0,0,0,0,0,0,0,19021226,22227415,1,1.0728971963,1.4749906542,1.3747735192
Afghanistan,4,AFG,1998,Afghanistan,0,13.61725,12.7156615,0,0,0,17.4046792178,11312955.4815178,2.0896487342,1.96,186378820.379065,196898361.161196,270690652.891155,186378820.379065,196898361.161196,270690652.891155,9.5594393049,10.0989904804,13.8838246827,0,0,0,0,0,0,0,0,0,0,0,19496836,22912814,1,1.0564417178,1.4523680982,1.3747735192
Afghanistan,4,AFG,1999,Afghanistan,0,18.55794,17.9700778,0,0,0,17.4046792178,11295988.7923191,2.0865147679,2.19,190209465.886328,196603061.378305,270284682.569422,190209465.886328,196603061.378305,270284682.569422,9.5166253168,9.836511882,13.5229760563,0,0,0,0,0,0,0,0,0,0,0,19987071,23646128,1,1.0336134454,1.4209843938,1.3747735192
Afghanistan,4,AFG,2000,Afghanistan,0,28.50001,28.4954492,0,0,0,20.0823213265,20051474.2893522,3.7037658228,3.68,402680149.748255,402680149.748253,553594006.566799,402680149.748255,402680149.748253,553594006.566799,19.5519840269,19.5519840269,26.8795498873,0,0,0,0,0,0,0,0,0,0,0,20595360,23898198,1,1,1.3747735192,1.3747735192
Afghanistan,4,AFG,2001,Afghanistan,0,23.698,24.4438911,0,0,0,0.3298531527,20814444.2019471,3.8446962025,4,7061075.77448233,6865710.04159152,9438796.35543676,7061075.77448233,6865710.04159152,9438796.35543676,0.3307639067,0.3216123362,0.4421441232,0,0,0,0,0,0,0,0,0,0,0,21347782,23997412,1,0.9723320158,1.3367363072,1.3747735192
Afghanistan,4,AFG,2002,Afghanistan,0,23.71533,25.0232558,0,0,0,0.3298531527,19291137.0404127,3.56332173,2.95,6647777.59984662,6363242.37183762,8748017.10882318,6647777.59984662,6363242.37183762,8748017.10882318,0.2994115969,0.2865963145,0.3940050239,0,0,0,0,0,0,0,0,0,0,0,22202806,25268405,1,0.9571984436,1.3159310728,1.3747735192
Afghanistan,4,AFG,2003,Afghanistan,0,26.54107,28.8307031,0,0,0,0.1319412611,32052805.6429692,5.9205664557,4.88,4518885.70244277,4229087.5976122,5814037.63942116,4518885.70244277,4229087.5976122,5814037.63942116,0.1954861543,0.1829495423,0.251514186,0,0,0,0,0,0,0,0,0,0,0,23116142,27060359,1,0.9358695652,1.2866086957,1.3747735192
Afghanistan,4,AFG,2004,Afghanistan,0,34.29882,38.265,0,0,0,0.1319412611,32865653.3958405,6.0707099156,5.46,4756874.7047354,4336335.75519023,5961479.56643853,4756874.7047354,4336335.75519023,5961479.56643853,0.1980489481,0.180540121,0.2482017775,0,0,0,0,0,0,0,0,0,0,0,24018682,28513677,1,0.9115934357,1.2532345156,1.3747735192
Afghanistan,4,AFG,2005,Afghanistan,0,47.25731,54.5210895,0,0,0,0.1319412611,48773200.8760436,9.0090390295,7.33,7298455.8490916,6435197.63038184,8846939.29283436,7298455.8490916,6435197.63038184,8846939.29283436,0.2935721981,0.2588486048,0.3558582073,0,0,0,0,0,0,0,0,0,0,0,24860855,29928987,1,0.8817204301,1.2121658986,1.3747735192
Afghanistan,4,AFG,2006,Afghanistan,0,55.369,65.1440625,0,0,0,0.1319412611,31279493.269058,5.77772569,6.39,4831675.06863379,4127055.78779136,5673767.00916711,4831675.06863379,4127055.78779136,5673767.00916711,0.1885069607,0.1610163623,0.221361031,0,0,0,0,0,0,0,0,0,0,0,25631282,31056997,1,0.8541666667,1.1742857143,1.3747735192
Afghanistan,4,AFG,2007,Afghanistan,0,60.1199916104,72.3890784,0,0,0,0.2638825222,31248808.1865621,5.7720577596,6.25,9928833.33827847,8246014.31862117,11336402.1238856,9928833.33827847,8246014.31862117,11336402.1238856,0.3768166447,0.3129507105,0.4302363496,0,0,0,0,0,0,0,0,0,0,0,26349243,31889923,1,0.8305119079,1.1417657783,1.3747735192
Afghanistan,4,AFG,2008,Afghanistan,0,77.7856254495,97.2559728,0,0,0,0.3298531527,38316711.6296489,7.0775906513,7.96,15802500.1827307,12638888.1319174,17375608.7154333,15802500.1827307,12638888.1319174,17375608.7154333,0.5845806829,0.4675494238,0.6427745668,0,0,0,0,0,0,0,0,0,0,0,27032197,32738376,1,0.7998030682,1.0995480788,1.3747735192
Afghanistan,4,AFG,2009,Afghanistan,0,49.5009802438,61.6712648,0,0,0,0.1979118916,16918245.4629102,3.1250180622,3.71,4171538.61119038,3348321.96239801,4603184.36753923,4171538.61119038,3348321.96239801,4603184.36753923,0.1505525645,0.1208423331,0.1661308395,0,0,0,0,0,0,0,0,0,0,0,27708187,38396000,1,0.8026587488,1.1034739928,1.3747735192
Afghanistan,4,AFG,2010,Afghanistan,0,62.7780519037,79.4955336,0,0,0,0.9235888275,19153401.3794631,3.5378801776,4.48,22400590.898447,17689867.5235378,24319561.4288749,22400590.898447,17689867.5235378,24319561.4288749,0.7888139727,0.6229306513,0.8563885636,0,0,0,0,0,0,0,0,0,0,0,28397812,,1,0.7897053968,1.0856660674,1.3747735192
Afghanistan,4,AFG,2011,Afghanistan,0,85.1707083947,111.255598,0,0,0,0.9235888275,16370738.5472927,3.0238864759,3.95,19750520.9930503,15119831.2209233,20786343.5767509,19750520.9930503,15119831.2209233,20786343.5767509,0.6785842732,0.5194840017,0.7141728491,0,0,0,0,0,0,0,0,0,0,0,29105480,,1,0.76554088,1.0524453296,1.3747735192
Afghanistan,4,AFG,2012,Afghanistan,0,83.7544654913,111.669702381,0,0,0,1.0528905162,10800827.7291659,1.9950521355,2.66,15162389.2038023,11372089.08288,15634046.9287148,15162389.2038023,11372089.08288,15634046.9287148,0.508386424,0.3812997823,0.5242008435,0,0,0,0,0,0,0,0,0,0,0,29824536,,1,0.7500195998,1.0311070847,1.3747735192
Afghanistan,4,AFG,2013,Afghanistan,0,80.3195300542,108.6585177866,0,0,0,1.0528905162,14835996.8499363,2.7403998971,3.7072900048,21132095.4679844,15620680.3813018,21474897.7395346,21132095.4679844,15620680.3813018,21474897.7395346,0.6916837181,0.5112872172,0.7029041269,,,,,,0,0,0,,,,30551674,,1,0.7391922114,1.0162218779,1.3747735192
Afghanistan,4,AFG,2014,Afghanistan,0,71.9725878669,98.9460079051,0,0,0,,17121245.3749253,3.1625147632,4.3477415504,,,,0,0,0,0,0,0,,,,,,,,,,,,31280518,,1,0.7273925385,1,1.3747735192
Albania,8,ALB,1932,Albania,,10.86086,0.87,,,,,0,,0.06,,,,,,,,,,,,,,,,,,,,,993000,993000,1,12.599874,17.32197312,1.3747735192
Albania,8,ALB,1933,Albania,,8.815239,0.67,,,,,0,,0.06,,,,,,,,,,,,,,,,,,,,,998000,998000,1,13.280064,18.25708032,1.3747735192
Albania,8,ALB,1934,Albania,1366,12.71579,1,10012.78,128694.34144224,176925.572681011,,0,,0.06,,,,10012.78,128694.34144224,176925.572681011,0.0099828315,0.1283094132,0.1763963835,,,,,,,,,,,,1003000,1003000,1,12.853008,17.66997504,1.3747735192
Albania,8,ALB,1935,Albania,5601,12.03969,0.97,39823.6701,499304.476520728,686430.572320622,,0,,0.06,,,,39823.6701,499304.476520728,686430.572320622,0.039468454,0.4948508191,0.6803078021,,,,,,,,,,,,1009000,1009000,1,12.537882,17.23674816,1.3747735192
Albania,8,ALB,1936,Albania,37295,13.38321,1.09,297975.8615,3701094.40885714,5088166.58522186,,0,,0.06,,,,297975.8615,3701094.40885714,5088166.58522186,0.2938617964,3.6499944861,5.0179157645,,,,,,,,,,,,1014000,1014000,1,12.420786,17.07576768,1.3747735192
Albania,8,ALB,1937,Albania,84563,13.9813,1.18,731419.2122,8767406.53240587,12053198.332495,,0,,0.05,,,,731419.2122,8767406.53240587,12053198.332495,0.71011574,8.5120451771,11.7021343034,,,,,,,,,,,,1030000,1030000,1,11.986842,16.47919296,1.3747735192
Albania,8,ALB,1938,Albania,102732,13.66059,1.13,850918.8828,10393247.4686761,14288361.3980517,,0,,0.05,,,,850918.8828,10393247.4686761,14288361.3980517,0.8181912335,9.9935071814,13.7388090366,,,,,,,,,,,,1040000,1040000,1,12.214146,16.79168448,1.3747735192
Albania,8,ALB,1939,Albania,127596,12.49909,1.02,953984.2536,11819664.5654107,16249361.849925,,0,,0.05,,,,953984.2536,11819664.5654107,16249361.849925,0.8915740688,11.0464154817,15.1863194859,,,,,,,,,,,,1070000,1070000,1,12.38979,17.0331552,1.3747735192
Albania,8,ALB,1940,Albania,204508,12.37774,1.02,1529024.5128,18762616.9838824,25794348.9796539,,0,,0.05,,,,1529024.5128,18762616.9838824,25794348.9796539,1.4053534125,17.2450523749,23.7080413416,,,,,,,,,,,,1088000,1088000,1,12.270972,16.86980736,1.3747735192
Albania,8,ALB,1941,Albania,182240,13.17518,1.14,1522833.888,17800307.8554632,24471391.8726535,,0,,0.05,,,,1522833.888,17800307.8554632,24471391.8726535,1.3843944436,16.1820980504,22.2467198842,,,,,,,,,,,,1100000,1100000,1,11.688936,16.06963968,1.3747735192
Albania,8,ALB,1942,Albania,218716,12.42108,1.19,1907794.0532,20144977.377131,27694781.4422327,,0,,0.05,,,,1907794.0532,20144977.377131,27694781.4422327,1.7079624469,18.0348946975,24.7938956511,,,,,,,,,,,,1117000,1117000,1,10.559304,14.51665152,1.3747735192
