"Country" "ccode" "Year" "Party_Regime" "Party" "Year_Founded" "Party_Age" "Year_in_Power" "Last_Year_of_Power" "Power_Change" "Competition" "Origin" "How_Power_Gained" "How_Power_Ended" "Democracy_Year_After" "Accession_to_Democracy" "Power_from_Independence" "Renaming" "Evolution" "Marxist" "Military" "Monarchy" "Violence" "Occupation" "Compet_Auth" "Compet_Parties" "Last_Before_Dem" "Next_Dem_Year" "Dem_Remains" "Dem_Competitive" "Dem_Power" "Dem_Remains_Any" "Dem_Competitive_Any" "Dem_Power_Any" "Dem_Years_Remains" "Dem_Years_Competitive" "Dem_Years_Power" "Military_Ally" "Governance" "Favors_Ethnic"
"99" "Albania" 339 1952 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 11 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"100" "Albania" 339 1953 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 12 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"101" "Albania" 339 1954 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 13 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"102" "Albania" 339 1955 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 14 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"103" "Albania" 339 1956 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 15 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"104" "Albania" 339 1957 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 16 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"105" "Albania" 339 1958 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 17 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"106" "Albania" 339 1959 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 18 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"107" "Albania" 339 1960 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 19 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"108" "Albania" 339 1961 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 20 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
"109" "Albania" 339 1962 1 "Communist Party of Albania / Party of Labour of Albania / Socialist Party of Albania" 1941 21 1946 "1991" 0 0 "Communist" "Communist-Imposed" "Election" 1 1 0 "1948, 1991" 0 1 0 0 0 0 0 NA 1 1992 1 1 0 1 1 1 "1992-1995, 1997-2015" "1992-1995, 1997-2015" "1997-2005, 2013-2015" 1 "Policy-Based/Repressive" 0
